id,flight_id,flight_number,airline_id,departure_airport,arrival_airport,departure_datetime,arrival_datetime,subaircrafttypecode
35,429,1422,AA,DFW,CHS,2025-01-14 18:30:00,2025-01-14 21:58:00,319
36,429,1422,AA,DFW,CHS,2025-01-16 18:30:00,2025-01-16 21:58:00,319
37,429,1422,AA,DFW,CHS,2025-01-18 18:30:00,2025-01-18 21:58:00,319
38,429,1422,AA,DFW,CHS,2025-01-21 18:30:00,2025-01-21 21:58:00,319
39,429,1422,AA,DFW,CHS,2025-01-23 18:30:00,2025-01-23 21:58:00,319
40,429,1422,AA,DFW,CHS,2025-01-25 18:30:00,2025-01-25 21:58:00,319
41,429,1422,AA,DFW,CHS,2025-01-28 18:30:00,2025-01-28 21:58:00,319
42,429,1422,AA,DFW,CHS,2025-01-30 18:30:00,2025-01-30 21:58:00,319
43,15144,2379,WN,CHS,BNA,2025-01-03 11:05:00,2025-01-03 11:40:00,73H
44,15143,2379,WN,BWI,CHS,2025-01-03 08:30:00,2025-01-03 10:20:00,73H
45,9416,3729,AC,EWR,CHS,2025-01-07 16:15:00,2025-01-07 18:31:00,73G
46,9564,4570,AC,CHS,ORD,2025-01-06 11:40:00,2025-01-06 13:10:00,739
47,15487,4480,WN,CHS,BNA,2025-01-20 18:35:00,2025-01-20 19:20:00,73W
48,10987,368,B6,CHS,BOS,2025-01-08 12:25:00,2025-01-08 14:42:00,E90
49,10987,368,B6,CHS,BOS,2025-01-10 12:25:00,2025-01-10 14:42:00,E90
50,10987,368,B6,CHS,BOS,2025-01-11 12:25:00,2025-01-11 14:42:00,E90
51,10987,368,B6,CHS,BOS,2025-01-13 12:25:00,2025-01-13 14:42:00,E90
52,10987,368,B6,CHS,BOS,2025-01-15 12:25:00,2025-01-15 14:42:00,E90
53,10987,368,B6,CHS,BOS,2025-01-17 12:25:00,2025-01-17 14:42:00,E90
54,10987,368,B6,CHS,BOS,2025-01-18 12:25:00,2025-01-18 14:42:00,E90
55,10987,368,B6,CHS,BOS,2025-01-20 12:25:00,2025-01-20 14:42:00,E90
56,10987,368,B6,CHS,BOS,2025-01-22 12:25:00,2025-01-22 14:42:00,E90
57,10987,368,B6,CHS,BOS,2025-01-24 12:25:00,2025-01-24 14:42:00,E90
58,10987,368,B6,CHS,BOS,2025-01-25 12:25:00,2025-01-25 14:42:00,E90
59,14808,1053,WN,CHS,BWI,2025-01-27 07:15:00,2025-01-27 08:45:00,73W
60,14808,1053,WN,CHS,BWI,2025-01-28 07:15:00,2025-01-28 08:45:00,73W
61,14808,1053,WN,CHS,BWI,2025-01-29 07:15:00,2025-01-29 08:45:00,73W
62,14808,1053,WN,CHS,BWI,2025-01-30 07:15:00,2025-01-30 08:45:00,73W
63,14808,1053,WN,CHS,BWI,2025-01-31 07:15:00,2025-01-31 08:45:00,73W
64,14795,1045,WN,CHS,MDW,2025-01-03 06:50:00,2025-01-03 08:05:00,73H
65,859,2505,AA,MIA,CHS,2025-01-13 21:00:00,2025-01-13 22:44:00,319
66,859,2505,AA,MIA,CHS,2025-01-14 21:00:00,2025-01-14 22:44:00,319
67,859,2505,AA,MIA,CHS,2025-01-15 21:00:00,2025-01-15 22:44:00,319
68,859,2505,AA,MIA,CHS,2025-01-20 21:00:00,2025-01-20 22:44:00,319
69,859,2505,AA,MIA,CHS,2025-01-21 21:00:00,2025-01-21 22:44:00,319
70,859,2505,AA,MIA,CHS,2025-01-22 21:00:00,2025-01-22 22:44:00,319
71,859,2505,AA,MIA,CHS,2025-01-27 21:00:00,2025-01-27 22:44:00,319
72,859,2505,AA,MIA,CHS,2025-01-28 21:00:00,2025-01-28 22:44:00,319
73,859,2505,AA,MIA,CHS,2025-01-29 21:00:00,2025-01-29 22:44:00,319
74,7617,1520,AA,CHS,DFW,2025-01-11 15:44:00,2025-01-11 17:55:00,319
75,7617,1520,AA,CHS,DFW,2025-01-13 15:44:00,2025-01-13 17:55:00,319
76,7617,1520,AA,CHS,DFW,2025-01-15 15:44:00,2025-01-15 17:55:00,319
77,7617,1520,AA,CHS,DFW,2025-01-16 15:44:00,2025-01-16 17:55:00,319
78,7617,1520,AA,CHS,DFW,2025-01-18 15:44:00,2025-01-18 17:55:00,319
79,7617,1520,AA,CHS,DFW,2025-01-20 15:44:00,2025-01-20 17:55:00,319
80,7617,1520,AA,CHS,DFW,2025-01-22 15:44:00,2025-01-22 17:55:00,319
81,7617,1520,AA,CHS,DFW,2025-01-23 15:44:00,2025-01-23 17:55:00,319
82,7616,1520,AA,DFW,CHS,2025-01-11 11:30:00,2025-01-11 14:57:00,319
83,7616,1520,AA,DFW,CHS,2025-01-13 11:30:00,2025-01-13 14:57:00,319
84,7616,1520,AA,DFW,CHS,2025-01-15 11:30:00,2025-01-15 14:57:00,319
85,7616,1520,AA,DFW,CHS,2025-01-16 11:30:00,2025-01-16 14:57:00,319
86,7616,1520,AA,DFW,CHS,2025-01-18 11:30:00,2025-01-18 14:57:00,319
87,7616,1520,AA,DFW,CHS,2025-01-20 11:30:00,2025-01-20 14:57:00,319
88,7616,1520,AA,DFW,CHS,2025-01-22 11:30:00,2025-01-22 14:57:00,319
89,7616,1520,AA,DFW,CHS,2025-01-23 11:30:00,2025-01-23 14:57:00,319
90,13134,5371,DL,CHS,JFK,2025-01-11 07:00:00,2025-01-11 09:02:00,CR9
91,13134,5371,DL,CHS,JFK,2025-01-18 07:00:00,2025-01-18 09:02:00,CR9
92,13134,5371,DL,CHS,JFK,2025-01-25 07:00:00,2025-01-25 09:02:00,CR9
93,12935,5200,DL,CHS,JFK,2025-01-16 17:00:00,2025-01-16 19:09:00,CR9
94,12935,5200,DL,CHS,JFK,2025-01-23 17:00:00,2025-01-23 19:09:00,CR9
95,12934,5200,DL,JFK,CHS,2025-01-16 13:59:00,2025-01-16 16:20:00,CR9
96,12934,5200,DL,JFK,CHS,2025-01-23 13:59:00,2025-01-23 16:20:00,CR9
97,11386,2874,B6,CHS,JFK,2025-01-07 16:00:00,2025-01-07 18:01:00,223
98,11386,2874,B6,CHS,JFK,2025-01-08 16:00:00,2025-01-08 18:01:00,223
99,11386,2874,B6,CHS,JFK,2025-01-13 16:00:00,2025-01-13 18:01:00,223
100,13909,500,MX,CHS,TPA,2025-01-04 11:21:00,2025-01-04 12:48:00,223
101,13908,500,MX,BDL,CHS,2025-01-04 08:20:00,2025-01-04 10:41:00,223
102,9636,402,AS,SEA,CHS,2025-01-15 09:15:00,2025-01-15 17:32:00,7M9
103,9636,402,AS,SEA,CHS,2025-01-16 09:15:00,2025-01-16 17:32:00,7M9
104,9740,485,AS,CHS,SEA,2025-01-04 18:53:00,2025-01-04 21:59:00,7M9
105,852,2505,AA,MIA,CHS,2025-01-02 22:30:00,2025-01-03 00:13:00,319
106,11449,1265,DL,CHS,LGA,2025-01-02 18:15:00,2025-01-02 20:19:00,221
107,11449,1265,DL,CHS,LGA,2025-01-03 18:15:00,2025-01-03 20:19:00,221
108,11449,1265,DL,CHS,LGA,2025-01-04 18:15:00,2025-01-04 20:19:00,221
109,11448,1265,DL,LGA,CHS,2025-01-02 14:55:00,2025-01-02 17:11:00,221
110,11448,1265,DL,LGA,CHS,2025-01-03 14:55:00,2025-01-03 17:11:00,221
111,11448,1265,DL,LGA,CHS,2025-01-04 14:55:00,2025-01-04 17:11:00,221
112,7203,528,AA,CHS,DFW,2025-01-01 08:03:00,2025-01-01 10:18:00,738
113,14066,340,NK,CHS,EWR,2025-01-09 13:01:00,2025-01-09 15:01:00,32A
114,14066,340,NK,CHS,EWR,2025-01-10 13:01:00,2025-01-10 15:01:00,32A
115,14066,340,NK,CHS,EWR,2025-01-13 13:01:00,2025-01-13 15:01:00,32A
116,14066,340,NK,CHS,EWR,2025-01-16 13:01:00,2025-01-16 15:01:00,32A
117,14066,340,NK,CHS,EWR,2025-01-17 13:01:00,2025-01-17 15:01:00,32A
118,14066,340,NK,CHS,EWR,2025-01-20 13:01:00,2025-01-20 15:01:00,32A
119,14066,340,NK,CHS,EWR,2025-01-23 13:01:00,2025-01-23 15:01:00,32A
120,14066,340,NK,CHS,EWR,2025-01-24 13:01:00,2025-01-24 15:01:00,32A
121,14066,340,NK,CHS,EWR,2025-01-27 13:01:00,2025-01-27 15:01:00,32A
122,14066,340,NK,CHS,EWR,2025-01-30 13:01:00,2025-01-30 15:01:00,32A
123,14066,340,NK,CHS,EWR,2025-01-31 13:01:00,2025-01-31 15:01:00,32A
124,8923,5018,AA,CHS,PHL,2025-01-11 13:00:00,2025-01-11 14:47:00,CR7
125,8922,5018,AA,PHL,CHS,2025-01-11 10:30:00,2025-01-11 12:27:00,CR7
126,8253,2882,AA,CLT,CHS,2025-01-07 20:56:00,2025-01-07 22:03:00,738
127,8253,2882,AA,CLT,CHS,2025-01-08 20:56:00,2025-01-08 22:03:00,738
128,8253,2882,AA,CLT,CHS,2025-01-09 20:56:00,2025-01-09 22:03:00,738
129,8253,2882,AA,CLT,CHS,2025-01-10 20:56:00,2025-01-10 22:03:00,738
130,8253,2882,AA,CLT,CHS,2025-01-11 20:56:00,2025-01-11 22:03:00,738
131,8253,2882,AA,CLT,CHS,2025-01-13 20:56:00,2025-01-13 22:03:00,738
132,8253,2882,AA,CLT,CHS,2025-01-14 20:56:00,2025-01-14 22:03:00,738
133,8253,2882,AA,CLT,CHS,2025-01-15 20:56:00,2025-01-15 22:03:00,738
134,8253,2882,AA,CLT,CHS,2025-01-16 20:56:00,2025-01-16 22:03:00,738
135,8253,2882,AA,CLT,CHS,2025-01-17 20:56:00,2025-01-17 22:03:00,738
136,8253,2882,AA,CLT,CHS,2025-01-18 20:56:00,2025-01-18 22:03:00,738
137,8253,2882,AA,CLT,CHS,2025-01-20 20:56:00,2025-01-20 22:03:00,738
138,8253,2882,AA,CLT,CHS,2025-01-21 20:56:00,2025-01-21 22:03:00,738
139,8253,2882,AA,CLT,CHS,2025-01-22 20:56:00,2025-01-22 22:03:00,738
140,8253,2882,AA,CLT,CHS,2025-01-23 20:56:00,2025-01-23 22:03:00,738
141,8253,2882,AA,CLT,CHS,2025-01-24 20:56:00,2025-01-24 22:03:00,738
142,8253,2882,AA,CLT,CHS,2025-01-25 20:56:00,2025-01-25 22:03:00,738
143,8253,2882,AA,CLT,CHS,2025-01-27 20:56:00,2025-01-27 22:03:00,738
144,8253,2882,AA,CLT,CHS,2025-01-28 20:56:00,2025-01-28 22:03:00,738
145,8253,2882,AA,CLT,CHS,2025-01-29 20:56:00,2025-01-29 22:03:00,738
146,8253,2882,AA,CLT,CHS,2025-01-30 20:56:00,2025-01-30 22:03:00,738
147,8253,2882,AA,CLT,CHS,2025-01-31 20:56:00,2025-01-31 22:03:00,738
148,11392,2874,B6,CHS,JFK,2025-01-17 16:29:00,2025-01-17 18:30:00,223
149,11392,2874,B6,CHS,JFK,2025-01-24 16:29:00,2025-01-24 18:30:00,223
150,11392,2874,B6,CHS,JFK,2025-01-31 16:29:00,2025-01-31 18:30:00,223
151,13791,328,MX,CHS,BDL,2025-01-09 12:30:00,2025-01-09 14:36:00,E95
152,13790,328,MX,MSY,CHS,2025-01-09 09:00:00,2025-01-09 11:50:00,E95
153,14306,1003,UA,DEN,CHS,2025-01-06 09:45:00,2025-01-06 15:04:00,319
154,15231,2621,WN,MDW,CHS,2025-01-20 15:00:00,2025-01-20 18:00:00,73W
155,13349,5674,DL,CHS,JFK,2025-01-06 12:59:00,2025-01-06 15:03:00,E75
156,13348,5674,DL,JFK,CHS,2025-01-06 10:00:00,2025-01-06 12:18:00,E75
157,10495,5283,BA,MIA,CHS,2025-01-01 21:46:00,2025-01-01 23:46:00,319
158,10495,5283,BA,MIA,CHS,2025-01-02 21:46:00,2025-01-02 23:46:00,319
159,10495,5283,BA,MIA,CHS,2025-01-03 21:46:00,2025-01-03 23:46:00,319
160,10495,5283,BA,MIA,CHS,2025-01-06 21:46:00,2025-01-06 23:46:00,319
161,9381,3015,AC,EWR,CHS,2025-01-10 21:29:00,2025-01-10 23:46:00,739
162,9381,3015,AC,EWR,CHS,2025-01-17 21:29:00,2025-01-17 23:46:00,739
163,9381,3015,AC,EWR,CHS,2025-01-24 21:29:00,2025-01-24 23:46:00,739
164,13697,244,MX,CHS,RSW,2025-01-08 07:05:00,2025-01-08 08:48:00,223
165,13697,244,MX,CHS,RSW,2025-01-11 07:05:00,2025-01-11 08:48:00,223
166,13697,244,MX,CHS,RSW,2025-01-15 07:05:00,2025-01-15 08:48:00,223
167,13697,244,MX,CHS,RSW,2025-01-18 07:05:00,2025-01-18 08:48:00,223
168,13697,244,MX,CHS,RSW,2025-01-22 07:05:00,2025-01-22 08:48:00,223
169,13697,244,MX,CHS,RSW,2025-01-25 07:05:00,2025-01-25 08:48:00,223
170,13697,244,MX,CHS,RSW,2025-01-29 07:05:00,2025-01-29 08:48:00,223
171,8933,5018,AA,CHS,PHL,2025-01-20 13:00:00,2025-01-20 14:47:00,CR9
172,8933,5018,AA,CHS,PHL,2025-01-23 13:00:00,2025-01-23 14:47:00,CR9
173,8933,5018,AA,CHS,PHL,2025-01-24 13:00:00,2025-01-24 14:47:00,CR9
174,8933,5018,AA,CHS,PHL,2025-01-27 13:00:00,2025-01-27 14:47:00,CR9
175,8932,5018,AA,PHL,CHS,2025-01-20 10:30:00,2025-01-20 12:30:00,CR9
176,8932,5018,AA,PHL,CHS,2025-01-23 10:30:00,2025-01-23 12:30:00,CR9
177,8932,5018,AA,PHL,CHS,2025-01-24 10:30:00,2025-01-24 12:30:00,CR9
178,8932,5018,AA,PHL,CHS,2025-01-27 10:30:00,2025-01-27 12:30:00,CR9
179,14513,3563,UA,ORD,CHS,2025-01-25 08:14:00,2025-01-25 11:51:00,E70
180,14045,851,MX,CHS,HPN,2025-01-01 10:45:00,2025-01-01 12:45:00,223
181,15524,490,XP,CHS,HVN,2025-01-04 19:51:00,2025-01-04 21:50:00,73H
182,14271,642,UA,CHS,EWR,2025-01-10 18:26:00,2025-01-10 20:25:00,319
183,14271,642,UA,CHS,EWR,2025-01-17 18:26:00,2025-01-17 20:25:00,319
184,14271,642,UA,CHS,EWR,2025-01-24 18:26:00,2025-01-24 20:25:00,319
185,14271,642,UA,CHS,EWR,2025-01-31 18:26:00,2025-01-31 20:25:00,319
186,13985,721,MX,CHS,PVD,2025-01-10 20:18:00,2025-01-10 22:25:00,223
187,13985,721,MX,CHS,PVD,2025-01-13 20:18:00,2025-01-13 22:25:00,223
188,13984,721,MX,PBI,CHS,2025-01-10 18:00:00,2025-01-10 19:38:00,223
189,13984,721,MX,PBI,CHS,2025-01-13 18:00:00,2025-01-13 19:38:00,223
190,13895,482,MX,ORF,CHS,2025-01-09 12:51:00,2025-01-09 14:14:00,223
191,13895,482,MX,ORF,CHS,2025-01-16 12:51:00,2025-01-16 14:14:00,223
192,13895,482,MX,ORF,CHS,2025-01-23 12:51:00,2025-01-23 14:14:00,223
193,13895,482,MX,ORF,CHS,2025-01-30 12:51:00,2025-01-30 14:14:00,223
194,13668,211,MX,PIT,CHS,2025-01-24 21:13:00,2025-01-24 22:56:00,223
195,7563,1510,AA,CHS,DFW,2025-01-01 19:30:00,2025-01-01 21:43:00,738
196,7562,1510,AA,DFW,CHS,2025-01-01 15:11:00,2025-01-01 18:38:00,738
197,14236,580,UA,CHS,ORD,2025-01-01 11:31:00,2025-01-01 13:01:00,319
198,8329,3249,AA,PHL,CHS,2025-01-07 18:36:00,2025-01-07 20:35:00,319
199,8329,3249,AA,PHL,CHS,2025-01-08 18:36:00,2025-01-08 20:35:00,319
200,8329,3249,AA,PHL,CHS,2025-01-09 18:36:00,2025-01-09 20:35:00,319
201,8329,3249,AA,PHL,CHS,2025-01-10 18:36:00,2025-01-10 20:35:00,319
202,14371,1746,UA,EWR,CHS,2025-01-18 21:29:00,2025-01-18 23:46:00,7M8
203,9058,5182,AA,CHS,DCA,2025-01-13 10:54:00,2025-01-13 12:34:00,CR9
204,9058,5182,AA,CHS,DCA,2025-01-14 10:54:00,2025-01-14 12:34:00,CR9
205,9058,5182,AA,CHS,DCA,2025-01-15 10:54:00,2025-01-15 12:34:00,CR9
206,9058,5182,AA,CHS,DCA,2025-01-16 10:54:00,2025-01-16 12:34:00,CR9
207,9058,5182,AA,CHS,DCA,2025-01-17 10:54:00,2025-01-17 12:34:00,CR9
208,9058,5182,AA,CHS,DCA,2025-01-20 10:54:00,2025-01-20 12:34:00,CR9
209,9058,5182,AA,CHS,DCA,2025-01-21 10:54:00,2025-01-21 12:34:00,CR9
210,9058,5182,AA,CHS,DCA,2025-01-22 10:54:00,2025-01-22 12:34:00,CR9
211,9058,5182,AA,CHS,DCA,2025-01-23 10:54:00,2025-01-23 12:34:00,CR9
212,9058,5182,AA,CHS,DCA,2025-01-24 10:54:00,2025-01-24 12:34:00,CR9
213,9058,5182,AA,CHS,DCA,2025-01-27 10:54:00,2025-01-27 12:34:00,CR9
214,9058,5182,AA,CHS,DCA,2025-01-28 10:54:00,2025-01-28 12:34:00,CR9
215,9058,5182,AA,CHS,DCA,2025-01-29 10:54:00,2025-01-29 12:34:00,CR9
216,9058,5182,AA,CHS,DCA,2025-01-30 10:54:00,2025-01-30 12:34:00,CR9
217,9058,5182,AA,CHS,DCA,2025-01-31 10:54:00,2025-01-31 12:34:00,CR9
218,9057,5182,AA,DCA,CHS,2025-01-13 08:27:00,2025-01-13 10:24:00,CR9
219,9057,5182,AA,DCA,CHS,2025-01-14 08:27:00,2025-01-14 10:24:00,CR9
220,9057,5182,AA,DCA,CHS,2025-01-15 08:27:00,2025-01-15 10:24:00,CR9
221,9057,5182,AA,DCA,CHS,2025-01-16 08:27:00,2025-01-16 10:24:00,CR9
222,9057,5182,AA,DCA,CHS,2025-01-17 08:27:00,2025-01-17 10:24:00,CR9
223,9057,5182,AA,DCA,CHS,2025-01-20 08:27:00,2025-01-20 10:24:00,CR9
224,9057,5182,AA,DCA,CHS,2025-01-21 08:27:00,2025-01-21 10:24:00,CR9
225,9057,5182,AA,DCA,CHS,2025-01-22 08:27:00,2025-01-22 10:24:00,CR9
226,9057,5182,AA,DCA,CHS,2025-01-23 08:27:00,2025-01-23 10:24:00,CR9
227,9057,5182,AA,DCA,CHS,2025-01-24 08:27:00,2025-01-24 10:24:00,CR9
228,9057,5182,AA,DCA,CHS,2025-01-27 08:27:00,2025-01-27 10:24:00,CR9
229,9057,5182,AA,DCA,CHS,2025-01-28 08:27:00,2025-01-28 10:24:00,CR9
230,9057,5182,AA,DCA,CHS,2025-01-29 08:27:00,2025-01-29 10:24:00,CR9
231,9057,5182,AA,DCA,CHS,2025-01-30 08:27:00,2025-01-30 10:24:00,CR9
232,9057,5182,AA,DCA,CHS,2025-01-31 08:27:00,2025-01-31 10:24:00,CR9
233,14984,1742,WN,CHS,BWI,2025-01-16 18:30:00,2025-01-16 20:05:00,73H
234,14984,1742,WN,CHS,BWI,2025-01-17 18:30:00,2025-01-17 20:05:00,73H
235,13133,5371,DL,CHS,JFK,2025-01-09 07:00:00,2025-01-09 09:02:00,CR9
236,13133,5371,DL,CHS,JFK,2025-01-16 07:00:00,2025-01-16 09:02:00,CR9
237,13133,5371,DL,CHS,JFK,2025-01-23 07:00:00,2025-01-23 09:02:00,CR9
238,13133,5371,DL,CHS,JFK,2025-01-30 07:00:00,2025-01-30 09:02:00,CR9
239,13667,211,MX,PIT,CHS,2025-01-17 21:18:00,2025-01-17 23:01:00,223
240,13667,211,MX,PIT,CHS,2025-01-20 21:18:00,2025-01-20 23:01:00,223
241,13928,501,MX,CHS,BDL,2025-01-10 10:37:00,2025-01-10 12:43:00,223
242,13928,501,MX,CHS,BDL,2025-01-13 10:37:00,2025-01-13 12:43:00,223
243,84,528,AA,CHS,DFW,2025-01-01 07:10:00,2025-01-01 09:25:00,738
244,84,528,AA,CHS,DFW,2025-01-02 07:10:00,2025-01-02 09:25:00,738
245,84,528,AA,CHS,DFW,2025-01-03 07:10:00,2025-01-03 09:25:00,738
246,84,528,AA,CHS,DFW,2025-01-04 07:10:00,2025-01-04 09:25:00,738
247,84,528,AA,CHS,DFW,2025-01-06 07:10:00,2025-01-06 09:25:00,738
248,9114,5240,AA,CHS,PHL,2025-01-02 10:57:00,2025-01-02 12:47:00,CR7
249,9114,5240,AA,CHS,PHL,2025-01-03 10:57:00,2025-01-03 12:47:00,CR7
250,9114,5240,AA,CHS,PHL,2025-01-04 10:57:00,2025-01-04 12:47:00,CR7
251,9113,5240,AA,PHL,CHS,2025-01-02 08:25:00,2025-01-02 10:23:00,CR7
252,9113,5240,AA,PHL,CHS,2025-01-03 08:25:00,2025-01-03 10:23:00,CR7
253,9113,5240,AA,PHL,CHS,2025-01-04 08:25:00,2025-01-04 10:23:00,CR7
254,12408,3179,DL,ATL,CHS,2025-01-06 16:52:00,2025-01-06 18:00:00,739
255,6401,3487,UA,IAD,CHS,2025-01-20 12:30:00,2025-01-20 14:08:00,E7W
256,6401,3487,UA,IAD,CHS,2025-01-21 12:30:00,2025-01-21 14:08:00,E7W
257,6401,3487,UA,IAD,CHS,2025-01-22 12:30:00,2025-01-22 14:08:00,E7W
258,6401,3487,UA,IAD,CHS,2025-01-23 12:30:00,2025-01-23 14:08:00,E7W
259,6401,3487,UA,IAD,CHS,2025-01-24 12:30:00,2025-01-24 14:08:00,E7W
260,6401,3487,UA,IAD,CHS,2025-01-25 12:30:00,2025-01-25 14:08:00,E7W
261,6401,3487,UA,IAD,CHS,2025-01-27 12:30:00,2025-01-27 14:08:00,E7W
262,6401,3487,UA,IAD,CHS,2025-01-28 12:30:00,2025-01-28 14:08:00,E7W
263,6401,3487,UA,IAD,CHS,2025-01-29 12:30:00,2025-01-29 14:08:00,E7W
264,6401,3487,UA,IAD,CHS,2025-01-30 12:30:00,2025-01-30 14:08:00,E7W
265,6401,3487,UA,IAD,CHS,2025-01-31 12:30:00,2025-01-31 14:08:00,E7W
266,1886,6430,AS,CHS,DFW,2025-01-01 15:57:00,2025-01-01 18:10:00,738
267,1886,6430,AS,CHS,DFW,2025-01-02 15:57:00,2025-01-02 18:10:00,738
268,1886,6430,AS,CHS,DFW,2025-01-03 15:57:00,2025-01-03 18:10:00,738
269,1886,6430,AS,CHS,DFW,2025-01-04 15:57:00,2025-01-04 18:10:00,738
270,1885,6430,AS,DFW,CHS,2025-01-01 10:05:00,2025-01-01 13:35:00,738
271,1885,6430,AS,DFW,CHS,2025-01-02 10:05:00,2025-01-02 13:35:00,738
272,1885,6430,AS,DFW,CHS,2025-01-03 10:05:00,2025-01-03 13:35:00,738
273,1885,6430,AS,DFW,CHS,2025-01-04 10:05:00,2025-01-04 13:35:00,738
274,11916,2493,DL,ATL,CHS,2025-01-18 19:25:00,2025-01-18 20:31:00,739
275,11916,2493,DL,ATL,CHS,2025-01-23 19:25:00,2025-01-23 20:31:00,739
276,11916,2493,DL,ATL,CHS,2025-01-25 19:25:00,2025-01-25 20:31:00,739
277,11916,2493,DL,ATL,CHS,2025-01-30 19:25:00,2025-01-30 20:31:00,739
278,6450,4769,UA,CHS,IAH,2025-01-20 09:06:00,2025-01-20 11:15:00,E7W
279,6450,4769,UA,CHS,IAH,2025-01-21 09:06:00,2025-01-21 11:15:00,E7W
280,6450,4769,UA,CHS,IAH,2025-01-22 09:06:00,2025-01-22 11:15:00,E7W
281,6450,4769,UA,CHS,IAH,2025-01-23 09:06:00,2025-01-23 11:15:00,E7W
282,6450,4769,UA,CHS,IAH,2025-01-24 09:06:00,2025-01-24 11:15:00,E7W
283,6450,4769,UA,CHS,IAH,2025-01-25 09:06:00,2025-01-25 11:15:00,E7W
284,6450,4769,UA,CHS,IAH,2025-01-27 09:06:00,2025-01-27 11:15:00,E7W
285,6450,4769,UA,CHS,IAH,2025-01-28 09:06:00,2025-01-28 11:15:00,E7W
286,6450,4769,UA,CHS,IAH,2025-01-29 09:06:00,2025-01-29 11:15:00,E7W
287,6450,4769,UA,CHS,IAH,2025-01-30 09:06:00,2025-01-30 11:15:00,E7W
288,6450,4769,UA,CHS,IAH,2025-01-31 09:06:00,2025-01-31 11:15:00,E7W
289,12504,3189,DL,CHS,ATL,2025-01-20 16:50:00,2025-01-20 18:10:00,739
290,12504,3189,DL,CHS,ATL,2025-01-24 16:50:00,2025-01-24 18:10:00,739
291,12504,3189,DL,CHS,ATL,2025-01-27 16:50:00,2025-01-27 18:10:00,739
292,12503,3189,DL,ATL,CHS,2025-01-20 14:39:00,2025-01-20 15:44:00,739
